record_id,employee_alias,department,input_text,category,source_id,score,status,reviewer_action,audit_timestamp
HR-1002,EMP-424,Operations,Leadership can improve employee support,Management,SRC-7479,0.7,Pending,None,2026-08-31 18:02:18
HR-1003,EMP-899,Customer Support,More professional development would help,Career Growth,SRC-9535,0.97,Pending,None,2026-08-30 08:17:18
HR-1004,EMP-271,IT,Too many tasks are assigned at once,Workload,SRC-5122,0.96,Pending,None,2026-08-15 03:33:18
HR-1005,EMP-315,IT,Need better internal communication,Communication,SRC-8752,0.81,Pending,None,2026-08-12 16:53:18
HR-1006,EMP-889,Sales,Need better internal communication,Communication,SRC-5300,0.83,Pending,None,2026-08-15 08:11:18
HR-1007,EMP-770,Sales,Work pressure is increasing,Workload,SRC-8260,0.84,Pending,None,2026-08-17 11:29:18
HR-1008,EMP-639,Customer Support,Teams should communicate more clearly,Communication,SRC-6328,0.93,Pending,None,2026-09-01 18:23:18
HR-1009,EMP-991,Marketing,Hard work should be recognized,Recognition,SRC-3213,0.97,Pending,None,2026-09-05 01:08:18
HR-1010,EMP-281,Marketing,More professional development would help,Career Growth,SRC-8126,0.8,Pending,None,2026-09-09 14:38:18
HR-1011,EMP-646,Finance,The work environment needs improvement,Work Environment,SRC-4721,0.91,Pending,None,2026-08-31 14:43:18
HR-1012,EMP-415,Finance,Work pressure is increasing,Workload,SRC-1172,0.6,Pending,None,2026-08-17 16:58:18
HR-1013,EMP-452,Finance,There should be better communication between departments,Communication,SRC-8816,0.71,Pending,None,2026-08-31 02:15:18
HR-1014,EMP-917,Finance,Salary structure could be improved,Compensation,SRC-9981,0.74,Pending,None,2026-08-30 05:49:18
HR-1015,EMP-674,Sales,We need better workload distribution,Workload,SRC-7199,0.68,Pending,None,2026-08-15 02:37:18
HR-1016,EMP-532,Operations,Benefits could be improved,Compensation,SRC-5454,0.71,Pending,None,2026-09-04 17:07:18
HR-1017,EMP-928,Finance,Salary structure could be improved,Compensation,SRC-3988,0.65,Pending,None,2026-08-16 12:38:18
HR-1018,EMP-752,Sales,Leadership can improve employee support,Management,SRC-9060,0.67,Pending,None,2026-08-12 09:17:18
HR-1019,EMP-255,HR,Important information is not shared on time,Communication,SRC-2675,0.71,Pending,None,2026-08-17 04:40:18
HR-1020,EMP-832,Sales,The workload is too high,Workload,SRC-3468,0.61,Pending,None,2026-08-21 09:19:18
HR-1021,EMP-450,Sales,Compensation should reflect responsibilities,Compensation,SRC-7084,0.78,Pending,None,2026-08-12 22:45:18
HR-1022,EMP-438,HR,The workload is too high,Workload,SRC-5366,0.89,Pending,None,2026-08-14 18:04:18
HR-1023,EMP-656,Sales,Pay should be reviewed regularly,Compensation,SRC-7251,0.91,Pending,None,2026-08-17 01:18:18
HR-1024,EMP-886,Operations,Compensation should reflect responsibilities,Compensation,SRC-5049,0.88,Pending,None,2026-08-13 00:42:18
HR-1025,EMP-303,Sales,We need regular team updates,Communication,SRC-4415,0.78,Pending,None,2026-08-25 17:00:18
HR-1026,EMP-430,IT,We need regular team updates,Communication,SRC-9534,0.65,Pending,None,2026-09-02 09:43:18
HR-1027,EMP-753,Finance,Important information is not shared on time,Communication,SRC-2850,0.69,Pending,None,2026-08-31 06:19:18
HR-1028,EMP-432,HR,Leadership can improve employee support,Management,SRC-2960,0.75,Pending,None,2026-08-22 13:37:18
HR-1029,EMP-109,HR,There should be clearer promotion opportunities,Career Growth,SRC-3539,0.74,Pending,None,2026-08-15 13:50:18
HR-1030,EMP-354,IT,More professional development would help,Career Growth,SRC-6544,0.95,Pending,None,2026-09-08 22:54:18
HR-1031,EMP-161,HR,Some employees have too much work,Workload,SRC-2759,0.65,Pending,None,2026-08-22 02:14:18
HR-1032,EMP-424,Marketing,Pay should be reviewed regularly,Compensation,SRC-8187,0.88,Pending,None,2026-08-12 11:25:18
HR-1033,EMP-805,Sales,Work pressure is increasing,Workload,SRC-1646,0.78,Pending,None,2026-08-31 09:58:18
HR-1034,EMP-672,Finance,The office environment could be improved,Work Environment,SRC-4057,0.81,Pending,None,2026-08-26 05:38:18
HR-1035,EMP-849,Sales,Benefits could be improved,Compensation,SRC-3627,0.63,Pending,None,2026-08-18 13:25:18
HR-1036,EMP-560,Finance,We need better employee appreciation,Recognition,SRC-8439,0.6,Pending,None,2026-09-09 12:59:18
HR-1037,EMP-618,Sales,We need regular team updates,Communication,SRC-6965,0.89,Pending,None,2026-08-22 08:55:18
HR-1038,EMP-428,Operations,Nothing specific,Unclear,SRC-7348,0.27,Pending,None,2026-09-03 03:33:18
HR-1039,EMP-884,Marketing,We need better support from managers,Management,SRC-7714,0.84,Pending,None,2026-08-16 12:45:18
HR-1040,EMP-198,Marketing,Important information is not shared on time,Communication,SRC-3926,0.93,Pending,None,2026-08-20 16:49:18
HR-1041,EMP-209,Sales,We need regular team updates,Communication,SRC-7366,0.85,Pending,None,2026-09-04 10:26:18
HR-1042,EMP-738,Operations,Teams should communicate more clearly,Communication,SRC-4616,0.83,Pending,None,2026-08-14 17:30:18
HR-1043,EMP-113,IT,Salary structure could be improved,Compensation,SRC-8668,0.9,Pending,None,2026-08-14 06:24:18
HR-1044,EMP-469,Marketing,We need a better working environment,Work Environment,SRC-1955,0.91,Pending,None,2026-08-23 14:26:18
HR-1045,EMP-641,HR,Pay should be reviewed regularly,Compensation,SRC-2276,0.96,Pending,None,2026-09-04 03:30:18
HR-1046,EMP-199,HR,Hard work should be recognized,Recognition,SRC-4104,0.67,Pending,None,2026-09-10 09:35:18
HR-1047,EMP-354,Marketing,Some employees have too much work,Workload,SRC-7802,0.88,Pending,None,2026-09-09 13:38:18
HR-1048,EMP-690,Finance,There should be clearer promotion opportunities,Career Growth,SRC-2705,0.66,Pending,None,2026-08-19 17:08:18
HR-1049,EMP-663,Sales,Employees need better career growth opportunities,Career Growth,SRC-9747,0.98,Pending,None,2026-08-31 15:59:18
HR-1050,EMP-460,Finance,We need better support from managers,Management,SRC-7755,0.89,Pending,None,2026-08-31 02:25:18
HR-1051,EMP-945,Operations,Some employees have too much work,Workload,SRC-9939,0.68,Pending,None,2026-09-05 13:06:18
HR-1052,EMP-862,Finance,The workplace facilities are good,Work Environment,SRC-7505,0.6,Pending,None,2026-08-13 01:57:18
HR-1053,EMP-391,Marketing,Maybe some changes are needed,Unclear,SRC-5945,0.2,Pending,None,2026-08-21 14:27:18
HR-1054,EMP-319,Customer Support,Pay should be reviewed regularly,Compensation,SRC-9376,0.81,Pending,None,2026-09-06 12:27:18
HR-1055,EMP-258,HR,I don't know,Unclear,SRC-3557,0.25,Pending,None,2026-08-28 05:03:18
HR-1056,EMP-696,IT,Pay should be reviewed regularly,Compensation,SRC-2505,0.82,Pending,None,2026-09-06 09:40:18
HR-1057,EMP-322,Operations,I don't know,Unclear,SRC-8905,0.26,Pending,None,2026-09-06 17:29:18
HR-1058,EMP-939,HR,Managers should give more feedback,Management,SRC-7251,0.63,Pending,None,2026-08-14 01:10:18
HR-1059,EMP-889,Finance,Compensation should reflect responsibilities,Compensation,SRC-7824,0.95,Pending,None,2026-08-16 23:45:18
HR-1060,EMP-990,Customer Support,More professional development would help,Career Growth,SRC-1187,0.84,Pending,None,2026-09-09 06:37:18
HR-1061,EMP-491,HR,Teams should communicate more clearly,Communication,SRC-9846,0.81,Pending,None,2026-08-26 09:05:18
HR-1062,EMP-614,Operations,There should be better communication between departments,Communication,SRC-8300,0.89,Pending,None,2026-09-06 16:25:18
HR-1063,EMP-616,HR,Managers should communicate expectations clearly,Management,SRC-3425,0.65,Pending,None,2026-08-15 06:15:18
HR-1064,EMP-587,Marketing,Hard work should be recognized,Recognition,SRC-5301,0.63,Pending,None,2026-09-03 08:13:18
HR-1065,EMP-544,Customer Support,Employees need better compensation,Compensation,SRC-8879,0.81,Pending,None,2026-09-02 16:58:18
HR-1066,EMP-504,Operations,Employees deserve more recognition,Recognition,SRC-9589,0.69,Pending,None,2026-08-14 18:21:18
HR-1067,EMP-372,Customer Support,More professional development would help,Career Growth,SRC-2467,0.64,Pending,None,2026-08-30 07:50:18
HR-1068,EMP-533,Finance,We need better support from managers,Management,SRC-1396,0.89,Pending,None,2026-08-19 04:58:18
HR-1069,EMP-458,Marketing,Compensation should reflect responsibilities,Compensation,SRC-3389,0.77,Pending,None,2026-08-22 03:07:18
HR-1070,EMP-304,Operations,Salary structure could be improved,Compensation,SRC-2841,0.88,Pending,None,2026-08-22 13:34:18
HR-1071,EMP-735,IT,Pay should be reviewed regularly,Compensation,SRC-1225,0.73,Pending,None,2026-08-16 13:38:18
HR-1072,EMP-412,Sales,Management should listen to employees,Management,SRC-9814,0.68,Pending,None,2026-09-05 08:56:18
HR-1073,EMP-635,Customer Support,The work environment needs improvement,Work Environment,SRC-3315,0.86,Pending,None,2026-08-12 08:11:18
HR-1074,EMP-485,Marketing,Employees should be appreciated more,Recognition,SRC-5185,0.66,Pending,None,2026-08-24 10:19:18
HR-1075,EMP-305,Customer Support,Managers should give more feedback,Management,SRC-8617,0.85,Pending,None,2026-08-11 21:12:18
HR-1076,EMP-168,Sales,We need more learning programs,Career Growth,SRC-2767,0.61,Pending,None,2026-09-10 01:25:18
HR-1077,EMP-495,IT,Employees should be appreciated more,Recognition,SRC-6168,0.78,Pending,None,2026-09-07 16:17:18
HR-1078,EMP-644,HR,Hard work should be recognized,Recognition,SRC-1352,0.62,Pending,None,2026-09-04 14:21:18
HR-1079,EMP-412,Finance,Employees need better career growth opportunities,Career Growth,SRC-1301,0.73,Pending,None,2026-08-27 12:28:18
HR-1080,EMP-463,Operations,We need better employee appreciation,Recognition,SRC-2015,0.84,Pending,None,2026-08-29 02:59:18
HR-1081,EMP-934,HR,Management should listen to employees,Management,SRC-3485,0.73,Pending,None,2026-08-29 09:11:18
HR-1082,EMP-772,IT,No clear opinion,Unclear,SRC-9531,0.54,Pending,None,2026-09-08 09:03:18
HR-1083,EMP-993,Operations,The office environment could be improved,Work Environment,SRC-3502,0.76,Pending,None,2026-08-25 17:18:18
HR-1084,EMP-719,Finance,Too many tasks are assigned at once,Workload,SRC-3270,0.82,Pending,None,2026-08-20 17:04:18
HR-1085,EMP-983,IT,More professional development would help,Career Growth,SRC-3215,0.76,Pending,None,2026-08-18 02:38:18
HR-1086,EMP-771,Marketing,Managers should give more feedback,Management,SRC-9732,0.96,Pending,None,2026-08-16 21:24:18
HR-1087,EMP-288,Finance,The workload is too high,Workload,SRC-6221,0.93,Pending,None,2026-08-30 08:20:18
HR-1088,EMP-521,Finance,Pay should be reviewed regularly,Compensation,SRC-3489,0.9,Pending,None,2026-08-16 08:43:18
HR-1089,EMP-234,IT,Could improve,Unclear,SRC-4783,0.41,Pending,None,2026-08-22 00:19:18
HR-1090,EMP-803,HR,There should be clearer promotion opportunities,Career Growth,SRC-3196,0.79,Pending,None,2026-09-08 00:36:18
HR-1091,EMP-580,Operations,We need better workload distribution,Workload,SRC-9051,0.78,Pending,None,2026-08-18 22:59:18
HR-1092,EMP-297,IT,Things could be better,Unclear,SRC-5421,0.53,Pending,None,2026-08-21 15:11:18
HR-1093,EMP-860,Operations,Employees need better compensation,Compensation,SRC-2083,0.67,Pending,None,2026-08-31 11:54:18
HR-1094,EMP-987,Marketing,Managers should communicate expectations clearly,Management,SRC-5043,0.76,Pending,None,2026-08-13 09:47:18
HR-1095,EMP-722,Operations,We need more learning programs,Career Growth,SRC-7457,0.83,Pending,None,2026-09-06 12:48:18
HR-1096,EMP-708,Marketing,More training opportunities are needed,Career Growth,SRC-9530,0.64,Pending,None,2026-09-01 07:09:18
HR-1097,EMP-946,HR,Some employees have too much work,Workload,SRC-9812,0.75,Pending,None,2026-08-13 06:58:18
HR-1098,EMP-671,Sales,More training opportunities are needed,Career Growth,SRC-4110,0.71,Pending,None,2026-08-29 14:51:18
HR-1099,EMP-411,Customer Support,The office environment could be improved,Work Environment,SRC-7921,0.71,Pending,None,2026-08-13 23:40:18
HR-1100,EMP-806,Marketing,The workplace facilities are good,Work Environment,SRC-2481,0.87,Pending,None,2026-08-16 15:42:18
HR-1101,EMP-284,Customer Support,More professional development would help,Career Growth,SRC-3216,0.75,Pending,None,2026-08-26 05:24:18
HR-1102,EMP-561,HR,Good work should receive more recognition,Recognition,SRC-8449,0.63,Pending,None,2026-08-26 06:04:18
HR-1103,EMP-808,Operations,Employees need better compensation,Compensation,SRC-3024,0.63,Pending,None,2026-08-31 22:57:18
HR-1104,EMP-749,Finance,No clear opinion,Unclear,SRC-9383,0.41,Pending,None,2026-08-18 18:45:18
HR-1105,EMP-487,Marketing,Employees need better compensation,Compensation,SRC-6491,0.81,Pending,None,2026-08-18 08:02:18
HR-1106,EMP-266,Customer Support,Not good,Unclear,SRC-1840,0.35,Pending,None,2026-08-25 14:10:18
HR-1107,EMP-847,Customer Support,Management should listen to employees,Management,SRC-2926,0.94,Pending,None,2026-08-20 17:40:18
HR-1108,EMP-103,Marketing,There should be better communication between departments,Communication,SRC-9153,0.93,Pending,None,2026-09-05 05:44:18
HR-1109,EMP-926,HR,The office environment could be improved,Work Environment,SRC-4553,0.82,Pending,None,2026-09-02 03:42:18
HR-1110,EMP-564,Sales,Employees deserve more recognition,Recognition,SRC-1107,0.69,Pending,None,2026-09-05 09:56:18
HR-1111,EMP-384,Marketing,Employees need better compensation,Compensation,SRC-1801,0.67,Pending,None,2026-08-14 00:14:18
HR-1112,EMP-768,Finance,Things could be better,Unclear,SRC-5889,0.32,Pending,None,2026-08-15 11:53:18
HR-1113,EMP-150,HR,Too many tasks are assigned at once,Workload,SRC-5659,0.83,Pending,None,2026-09-07 13:57:18
HR-1114,EMP-686,Customer Support,The work environment needs improvement,Work Environment,SRC-6901,0.95,Pending,None,2026-08-15 17:49:18
HR-1115,EMP-886,Finance,The workplace environment is comfortable,Work Environment,SRC-8001,0.92,Pending,None,2026-08-14 11:00:18
HR-1116,EMP-399,Sales,Better,Unclear,SRC-5496,0.32,Pending,None,2026-08-30 08:02:18
HR-1117,EMP-637,IT,Employees should be appreciated more,Recognition,SRC-2790,0.82,Pending,None,2026-09-09 03:06:18
HR-1118,EMP-641,HR,More professional development would help,Career Growth,SRC-5705,0.76,Pending,None,2026-08-25 21:47:18
HR-1119,EMP-365,Marketing,We need better employee appreciation,Recognition,SRC-3125,0.83,Pending,None,2026-09-03 02:17:18
HR-1120,EMP-632,Operations,The office environment could be improved,Work Environment,SRC-4812,0.87,Pending,None,2026-08-20 07:30:18
HR-1121,EMP-101,HR,Not sure about this,Unclear,SRC-4396,0.48,Pending,None,2026-08-30 08:59:18
HR-1122,EMP-523,HR,Good work should receive more recognition,Recognition,SRC-1185,0.84,Pending,None,2026-08-24 07:42:18
HR-1123,EMP-360,Customer Support,Could improve,Unclear,SRC-9301,0.39,Pending,None,2026-08-11 18:47:18
HR-1124,EMP-216,Operations,The work environment needs improvement,Work Environment,SRC-1477,0.92,Pending,None,2026-08-20 08:01:18
HR-1125,EMP-438,Customer Support,There should be clearer promotion opportunities,Career Growth,SRC-8774,0.9,Pending,None,2026-09-09 21:19:18
HR-1126,EMP-239,Sales,The work environment needs improvement,Work Environment,SRC-6490,0.78,Pending,None,2026-08-30 08:14:18
HR-1127,EMP-860,HR,Leadership can improve employee support,Management,SRC-6169,0.81,Pending,None,2026-08-12 08:32:18
HR-1128,EMP-313,Marketing,Pay should be reviewed regularly,Compensation,SRC-2084,0.97,Pending,None,2026-08-24 06:26:18
HR-1129,EMP-960,HR,The work environment needs improvement,Work Environment,SRC-3719,0.82,Pending,None,2026-08-29 05:36:18
HR-1130,EMP-291,Marketing,Not good,Unclear,SRC-6050,0.45,Pending,None,2026-08-25 19:37:18
HR-1131,EMP-826,HR,There should be better communication between departments,Communication,SRC-4893,0.74,Pending,None,2026-08-25 06:39:18
HR-1132,EMP-321,Marketing,Teams should communicate more clearly,Communication,SRC-1612,0.9,Pending,None,2026-08-15 17:14:18
HR-1133,EMP-554,Marketing,There are some issues,Unclear,SRC-9192,0.25,Pending,None,2026-08-26 23:35:18
HR-1134,EMP-595,Operations,We need better support from managers,Management,SRC-3347,0.89,Pending,None,2026-08-15 23:25:18
HR-1135,EMP-941,Marketing,Too many tasks are assigned at once,Workload,SRC-1598,0.77,Pending,None,2026-09-04 06:38:18
HR-1136,EMP-218,HR,We need regular team updates,Communication,SRC-2426,0.73,Pending,None,2026-08-13 14:29:18
HR-1137,EMP-205,Marketing,We need more learning programs,Career Growth,SRC-1368,0.82,Pending,None,2026-08-25 17:02:18
HR-1138,EMP-754,IT,Work pressure is increasing,Workload,SRC-5532,0.8,Pending,None,2026-08-31 13:54:18
HR-1139,EMP-787,HR,Work pressure is increasing,Workload,SRC-2875,0.61,Pending,None,2026-09-08 20:31:18
HR-1140,EMP-673,Marketing,Manager,Unclear,SRC-6739,0.39,Pending,None,2026-08-23 20:09:18
HR-1141,EMP-244,Operations,Good work should receive more recognition,Recognition,SRC-3806,0.63,Pending,None,2026-09-08 09:56:18
HR-1142,EMP-446,Marketing,The workload is too high,Workload,SRC-8712,0.94,Pending,None,2026-08-13 19:12:18
HR-1143,EMP-208,Sales,No clear opinion,Unclear,SRC-7421,0.26,Pending,None,2026-09-07 15:13:18
HR-1144,EMP-706,Operations,There should be clearer promotion opportunities,Career Growth,SRC-6826,0.72,Pending,None,2026-08-20 12:31:18
HR-1145,EMP-830,Customer Support,Employees should be appreciated more,Recognition,SRC-8629,0.82,Pending,None,2026-08-15 17:35:18
HR-1146,EMP-932,Customer Support,The workplace environment is comfortable,Work Environment,SRC-8464,0.72,Pending,None,2026-09-09 19:58:18
HR-1147,EMP-827,Customer Support,Too many tasks are assigned at once,Workload,SRC-3354,0.93,Pending,None,2026-09-08 13:57:18
HR-1148,EMP-364,Finance,We need more learning programs,Career Growth,SRC-6320,0.77,Pending,None,2026-08-12 21:09:18
HR-1149,EMP-166,Sales,Workload,Unclear,SRC-8556,0.5,Pending,None,2026-08-24 08:24:18
HR-1150,EMP-886,Finance,Some employees have too much work,Workload,SRC-2686,0.75,Pending,None,2026-08-16 08:57:18
HR-1151,EMP-433,Marketing,Pay should be reviewed regularly,Compensation,SRC-9728,0.78,Pending,None,2026-09-07 09:07:18
HR-1152,EMP-523,IT,Good work should receive more recognition,Recognition,SRC-8903,0.75,Pending,None,2026-08-27 00:15:18
HR-1153,EMP-313,Customer Support,The workplace facilities are good,Work Environment,SRC-6606,0.81,Pending,None,2026-08-22 06:02:18
HR-1154,EMP-277,Operations,More professional development would help,Career Growth,SRC-8972,0.64,Pending,None,2026-09-07 15:10:18
HR-1155,EMP-574,Finance,Compensation should reflect responsibilities,Compensation,SRC-3886,0.72,Pending,None,2026-08-29 23:20:18
HR-1156,EMP-171,Marketing,Not good,Unclear,SRC-7208,0.31,Pending,None,2026-09-09 20:36:18
HR-1157,EMP-776,HR,Maybe some changes are needed,Unclear,SRC-1003,0.46,Pending,None,2026-08-18 07:05:18
HR-1158,EMP-563,Marketing,Employees deserve more recognition,Recognition,SRC-8326,0.67,Pending,None,2026-08-25 21:54:18
HR-1159,EMP-406,Marketing,We need more learning programs,Career Growth,SRC-8122,0.87,Pending,None,2026-08-27 04:07:18
HR-1160,EMP-191,Marketing,Nothing specific,Unclear,SRC-7622,0.5,Pending,None,2026-08-24 21:25:18
HR-1161,EMP-163,Finance,Need better internal communication,Communication,SRC-6885,0.64,Pending,None,2026-08-24 08:20:18
HR-1162,EMP-986,HR,More professional development would help,Career Growth,SRC-7459,0.84,Pending,None,2026-08-28 22:12:18
HR-1163,EMP-515,Sales,Too many tasks are assigned at once,Workload,SRC-8780,0.65,Pending,None,2026-09-05 18:46:18
HR-1164,EMP-493,Customer Support,Compensation should reflect responsibilities,Compensation,SRC-3527,0.71,Pending,None,2026-08-17 05:13:18
HR-1165,EMP-237,HR,Things could be better,Unclear,SRC-3359,0.45,Pending,None,2026-09-02 15:42:18
HR-1166,EMP-773,Sales,The workload is too high,Workload,SRC-3248,0.84,Pending,None,2026-08-30 10:19:18
HR-1167,EMP-980,Sales,More professional development would help,Career Growth,SRC-7974,0.84,Pending,None,2026-09-01 04:25:18
HR-1168,EMP-621,Sales,The workplace facilities are good,Work Environment,SRC-6821,0.69,Pending,None,2026-08-30 20:03:18
HR-1169,EMP-719,HR,Employees need better compensation,Compensation,SRC-9220,0.7,Pending,None,2026-09-05 08:39:18
HR-1170,EMP-690,Finance,Things could be better,Unclear,SRC-8917,0.45,Pending,None,2026-08-16 15:42:18
HR-1171,EMP-694,Sales,Important information is not shared on time,Communication,SRC-9624,0.97,Pending,None,2026-08-24 05:18:18
HR-1172,EMP-576,Marketing,Not sure about this,Unclear,SRC-5017,0.37,Pending,None,2026-08-15 01:23:18
HR-1173,EMP-800,Operations,We need better employee appreciation,Recognition,SRC-1864,0.94,Pending,None,2026-09-04 20:29:18
HR-1174,EMP-897,HR,Hard work should be recognized,Recognition,SRC-6431,0.76,Pending,None,2026-08-24 21:54:18
HR-1175,EMP-396,IT,Could improve,Unclear,SRC-5267,0.22,Pending,None,2026-09-02 00:55:18
HR-1176,EMP-692,IT,We need more learning programs,Career Growth,SRC-1447,0.71,Pending,None,2026-08-15 06:13:18
HR-1177,EMP-229,Marketing,Could improve,Unclear,SRC-5129,0.25,Pending,None,2026-08-24 06:59:18
HR-1178,EMP-381,Customer Support,More training opportunities are needed,Career Growth,SRC-3860,0.95,Pending,None,2026-08-18 09:10:18
HR-1179,EMP-774,Sales,Work pressure is increasing,Workload,SRC-4869,0.78,Pending,None,2026-09-04 12:08:18
HR-1180,EMP-982,HR,Important information is not shared on time,Communication,SRC-3525,0.92,Pending,None,2026-08-30 07:08:18
HR-1181,EMP-888,Sales,The office environment could be improved,Work Environment,SRC-4454,0.82,Pending,None,2026-08-27 05:00:18
HR-1182,EMP-155,Operations,Salary structure could be improved,Compensation,SRC-1860,0.66,Pending,None,2026-08-29 15:38:18
HR-1183,EMP-587,Finance,Benefits could be improved,Compensation,SRC-4828,0.74,Pending,None,2026-08-29 06:09:18
HR-1184,EMP-585,Finance,Not good,Unclear,SRC-8122,0.2,Pending,None,2026-08-31 22:19:18
HR-1185,EMP-491,Operations,Employees should be appreciated more,Recognition,SRC-2595,0.95,Pending,None,2026-09-09 12:20:18
HR-1186,EMP-462,Customer Support,We need more learning programs,Career Growth,SRC-6488,0.7,Pending,None,2026-08-15 23:26:18
HR-1187,EMP-361,Operations,The office environment could be improved,Work Environment,SRC-4193,0.8,Pending,None,2026-08-19 16:37:18
HR-1188,EMP-420,Marketing,Things could be better,Unclear,SRC-2113,0.2,Pending,None,2026-08-15 22:48:18
HR-1189,EMP-637,HR,Management should listen to employees,Management,SRC-5641,0.7,Pending,None,2026-08-13 01:16:18
HR-1190,EMP-124,Marketing,It is okay,Unclear,SRC-2995,0.45,Pending,None,2026-08-16 23:08:18
HR-1191,EMP-188,Customer Support,The work environment needs improvement,Work Environment,SRC-4027,0.94,Pending,None,2026-08-19 21:21:18
HR-1192,EMP-359,Finance,There should be better communication between departments,Communication,SRC-5528,0.89,Pending,None,2026-08-26 05:20:18
HR-1193,EMP-363,IT,Managers should give more feedback,Management,SRC-7271,0.75,Pending,None,2026-08-14 05:42:18
HR-1194,EMP-364,Customer Support,The workplace environment is comfortable,Work Environment,SRC-9056,0.97,Pending,None,2026-08-20 15:17:18
HR-1195,EMP-724,Sales,The workplace environment is comfortable,Work Environment,SRC-3357,0.81,Pending,None,2026-08-31 03:08:18
HR-1196,EMP-323,Marketing,We need a better working environment,Work Environment,SRC-2692,0.61,Pending,None,2026-08-14 17:00:18
HR-1197,EMP-685,Operations,The workplace environment is comfortable,Work Environment,SRC-9154,0.66,Pending,None,2026-09-09 15:31:18
HR-1198,EMP-100,HR,Management should listen to employees,Management,SRC-6403,0.94,Pending,None,2026-09-06 15:45:18
HR-1199,EMP-103,Marketing,Compensation should reflect responsibilities,Compensation,SRC-8833,0.77,Pending,None,2026-08-14 16:40:18
HR-1200,EMP-653,IT,There are some issues,Unclear,SRC-2985,0.4,Pending,None,2026-08-27 20:08:18
HR-1201,EMP-441,Operations,Need better internal communication,Communication,SRC-6985,0.8,Pending,None,2026-08-26 23:32:18
HR-1202,EMP-182,Customer Support,Pay should be reviewed regularly,Compensation,SRC-4327,0.67,Pending,None,2026-08-13 07:03:18
HR-1203,EMP-493,Operations,There should be clearer promotion opportunities,Career Growth,SRC-2749,0.84,Pending,None,2026-08-27 20:30:18
HR-1204,EMP-598,HR,The office environment could be improved,Work Environment,SRC-3292,0.61,Pending,None,2026-08-12 15:48:18
HR-1205,EMP-837,Marketing,The workplace environment is comfortable,Work Environment,SRC-9856,0.84,Pending,None,2026-09-03 05:53:18
HR-1206,EMP-646,Customer Support,Need better internal communication,Communication,SRC-6558,0.62,Pending,None,2026-08-13 10:51:18
HR-1207,EMP-515,HR,More professional development would help,Career Growth,SRC-8509,0.96,Pending,None,2026-09-04 22:10:18
HR-1208,EMP-252,Operations,Need better internal communication,Communication,SRC-3319,0.79,Pending,None,2026-08-12 08:55:18
HR-1209,EMP-582,Marketing,Maybe some changes are needed,Unclear,SRC-1235,0.26,Pending,None,2026-08-13 18:40:18
HR-1210,EMP-414,Customer Support,The work environment needs improvement,Work Environment,SRC-3796,0.92,Pending,None,2026-08-14 09:57:18
HR-1211,EMP-937,Customer Support,Workload,Unclear,SRC-4613,0.22,Pending,None,2026-08-20 17:26:18
HR-1212,EMP-536,Finance,There should be clearer promotion opportunities,Career Growth,SRC-6312,0.65,Pending,None,2026-09-06 17:12:18
HR-1213,EMP-658,IT,Employees need better compensation,Compensation,SRC-1746,0.83,Pending,None,2026-08-26 18:33:18
HR-1214,EMP-164,HR,Compensation should reflect responsibilities,Compensation,SRC-3753,0.86,Pending,None,2026-09-05 16:34:18
HR-1215,EMP-268,Sales,Employees should be appreciated more,Recognition,SRC-3185,0.64,Pending,None,2026-09-09 06:37:18
HR-1216,EMP-727,Sales,There should be better communication between departments,Communication,SRC-2322,0.6,Pending,None,2026-08-19 16:04:18
HR-1217,EMP-191,Operations,Managers should communicate expectations clearly,Management,SRC-8798,0.86,Pending,None,2026-08-20 21:16:18
HR-1218,EMP-246,Operations,The workplace facilities are good,Work Environment,SRC-4919,0.96,Pending,None,2026-09-08 06:58:18
HR-1219,EMP-808,HR,There should be clearer promotion opportunities,Career Growth,SRC-2442,0.84,Pending,None,2026-08-25 05:05:18
HR-1220,EMP-456,Sales,It is okay,Unclear,SRC-4144,0.24,Pending,None,2026-09-04 15:13:18
HR-1221,EMP-197,Marketing,Benefits could be improved,Compensation,SRC-9315,0.68,Pending,None,2026-09-09 00:21:18
HR-1222,EMP-775,IT,The workload is too high,Workload,SRC-3444,0.86,Pending,None,2026-09-02 02:17:18
HR-1223,EMP-609,IT,Need better internal communication,Communication,SRC-6966,0.71,Pending,None,2026-08-31 06:52:18
HR-1224,EMP-357,Finance,Compensation should reflect responsibilities,Compensation,SRC-1709,0.64,Pending,None,2026-08-13 21:23:18
HR-1225,EMP-650,IT,There should be better communication between departments,Communication,SRC-9436,0.64,Pending,None,2026-08-22 05:06:18
HR-1226,EMP-838,Sales,Managers should communicate expectations clearly,Management,SRC-4256,0.88,Pending,None,2026-08-26 07:50:18
HR-1227,EMP-335,Customer Support,Need improvement,Unclear,SRC-2606,0.28,Pending,None,2026-08-30 06:45:18
HR-1228,EMP-990,IT,The workload is too high,Workload,SRC-8716,0.82,Pending,None,2026-08-13 23:27:18
HR-1229,EMP-546,IT,Hard work should be recognized,Recognition,SRC-3917,0.75,Pending,None,2026-08-17 17:05:18
HR-1230,EMP-568,Operations,We need better support from managers,Management,SRC-4313,0.73,Pending,None,2026-08-12 23:09:18
HR-1231,EMP-808,Marketing,Maybe some changes are needed,Unclear,SRC-2820,0.5,Pending,None,2026-09-01 08:59:18
